ip,dash1,user,timestamp,method,url,protocol,status,size,referrer,user_agent,is_anomaly
3.140.208.146,-,-,01/Nov/2024:00:32:10 +0000,GET,/script/utils.js,HTTP/1.1,200,737,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.67 Safari/537.36",1
104.166.80.68,-,-,01/Nov/2024:02:19:52 +0000,GET,/,HTTP/1.1,200,7332,-,Mozilla/5.0 (X11; Linux i686; rv:109.0) Gecko/20100101 Firefox/120.0,1
206.189.113.198,-,-,01/Nov/2024:02:31:14 +0000,GET,/,HTTP/1.1,200,7332,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",0
104.166.80.32,-,-,01/Nov/2024:02:20:57 +0000,GET,/,HTTP/1.1,200,7332,-,Mozilla/5.0 (X11; Linux i686; rv:109.0) Gecko/20100101 Firefox/120.0,1
206.189.113.198,-,-,01/Nov/2024:02:31:21 +0000,GET,/favicon.webp,HTTP/1.1,200,2512,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",0
66.96.225.71,-,-,01/Nov/2024:02:49:33 +0000,GET,/,HTTP/1.1,200,6221,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/,HTTP/1.1,200,6911,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/banners/festifal-berbagi-makanan.jpg,HTTP/1.1,200,156675,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/banners/bakti-sosial-bersama.jpg,HTTP/1.1,200,1252409,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/67239c97ebe46.jpg,HTTP/1.1,200,10885,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/67239bc81a9f3.jpg,HTTP/1.1,200,11726,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/67239d8159e64.jpg,HTTP/1.1,200,14694,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/672394754091b.jpg,HTTP/1.1,200,12542,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/67239c0bd416e.jpg,HTTP/1.1,200,15842,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/672394aba9fee.jpg,HTTP/1.1,200,13846,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/67239e2aa0d98.jpg,HTTP/1.1,200,13412,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/67239de9d659a.jpg,HTTP/1.1,200,10163,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/67239f231f140.jpg,HTTP/1.1,200,27899,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/67239d2d2d683.jpg,HTTP/1.1,200,38444,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/6723999c3cfd8.jpg,HTTP/1.1,200,90300,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/6723965c7fbd5.jpg,HTTP/1.1,200,91027,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/67239c31f22fe.jpg,HTTP/1.1,200,115143,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/67239eb60c920.jpg,HTTP/1.1,200,145942,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/67239f70ba6bb.jpg,HTTP/1.1,200,204083,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:55 +0000,GET,/images/posts/6723950147309.jpg,HTTP/1.1,200,618773,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:55:00 +0000,GET,/ayo-berbagi,HTTP/1.1,302,0,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:55:00 +0000,GET,/login,HTTP/1.1,200,5199,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:55:00 +0000,GET,/images/backgrounds/charity-foodbank-volunteer.jpg,HTTP/1.1,200,991552,https://pedulirasa.sulthon.blue/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:55:01 +0000,GET,/tentang-kami,HTTP/1.1,200,8779,https://pedulirasa.sulthon.blue/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:55:01 +0000,GET,/images/backgrounds/bakti-sosial-background.jpg,HTTP/1.1,200,2591542,https://pedulirasa.sulthon.blue/style/output.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:46 +0000,GET,/images/banners/warung-makan.webp,HTTP/1.1,200,169766,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:46 +0000,GET,/images/banners/bakti-sosial-bersama.jpg,HTTP/1.1,200,1252409,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:46 +0000,GET,/images/posts/67239c97ebe46.jpg,HTTP/1.1,200,10885,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:46 +0000,GET,/images/posts/67239bc81a9f3.jpg,HTTP/1.1,200,11726,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:46 +0000,GET,/images/posts/672394754091b.jpg,HTTP/1.1,200,12542,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:46 +0000,GET,/images/posts/67239de9d659a.jpg,HTTP/1.1,200,10163,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:46 +0000,GET,/images/posts/67239e2aa0d98.jpg,HTTP/1.1,200,13412,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:46 +0000,GET,/images/posts/67239c0bd416e.jpg,HTTP/1.1,200,15842,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:53:41 +0000,GET,/,HTTP/1.1,500,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:53:42 +0000,GET,/,HTTP/1.1,500,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:02 +0000,GET,/,HTTP/1.1,500,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:03 +0000,GET,/,HTTP/1.1,500,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:03 +0000,GET,/,HTTP/1.1,500,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:54:03 +0000,GET,/,HTTP/1.1,500,0,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",1
66.96.225.71,-,-,01/Nov/2024:02:55:10 +0000,GET,/,HTTP/2,200,64670,-,WhatsApp/2.2440.9 W,1
66.96.225.71,-,-,01/Nov/2024:02:55:10 +0000,GET,/favicon.webp,HTTP/2,200,2512,-,WhatsApp/2.2440.9 W,1
66.96.225.71,-,-,01/Nov/2024:02:55:28 +0000,GET,/,HTTP/2,200,64670,-,WhatsApp/2.2440.9 W,1
66.96.225.71,-,-,01/Nov/2024:02:55:29 +0000,GET,/favicon.webp,HTTP/2,200,2512,-,WhatsApp/2.2440.9 W,1
114.10.10.158,-,-,01/Nov/2024:02:55:45 +0000,GET,/,HTTP/2,200,6911,-,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:45 +0000,GET,/favicon.webp,HTTP/2,200,2512,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:45 +0000,GET,/style/output.css,HTTP/2,200,6951,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:45 +0000,GET,/script/utils.js,HTTP/2,200,691,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:45 +0000,GET,/images/banners/festifal-berbagi-makanan.jpg,HTTP/2,200,156675,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
114.10.10.158,-,-,01/Nov/2024:02:55:46 +0000,GET,/images/banners/buka-bersama.png,HTTP/2,200,788571,https://pedulirasa.sulthon.blue/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",1
